Time,MarketID,Side,BTC_Price,Net,Fluc,Reason,Multiplier,Prob,Amount
2026-03-06 00:01:19,1499751,NO,71532.85,-140.43999999998778,140.43999999998778,Condition_1_HARD_ABS (140.44 > 140.0),1.0,0.7700,3.00
2026-03-06 00:05:56,1499777,NO,71250.0,-83.5399999999936,129.38999999999942,Condition_2_BREAK_DOWN (Cur:71250.00 < Min:71326.71 - 71.25),1.0,0.6200,3.00
2026-03-06 00:13:28,1499810,YES,71017.0,143.9499999999971,152.0,Condition_1_HARD_ABS (143.95 > 140.0),1.0,0.8800,3.00
2026-03-06 00:18:22,1499876,NO,70870.47,-143.55999999999767,206.75999999999476,Condition_1_HARD_ABS (143.56 > 140.0),1.0,0.9200,3.00
2026-03-06 00:22:08,1499882,YES,71028.54,140.70999999999185,140.70999999999185,Condition_1_HARD_ABS (140.71 > 140.0),1.0,0.7800,3.00
2026-03-06 00:31:40,1499971,YES,71155.66,151.48000000001048,171.66999999999825,Condition_1_HARD_ABS (151.48 > 140.0),1.0,0.8400,3.00
2026-03-06 00:36:48,1499980,YES,71329.51,146.55999999999767,152.63000000000466,Condition_1_HARD_ABS (146.56 > 140.0),1.0,0.7500,3.00
2026-03-06 00:40:20,1499985,YES,71558.0,115.99000000000524,137.02999999999884,Condition_2_BREAK_UP (Cur:71558.00 > Max:71449.99 + 107.34),1.0,0.6600,3.00
2026-03-06 00:57:01,1500162,YES,71357.19,140.77999999999884,148.6999999999971,Condition_1_HARD_ABS (140.78 > 140.0),1.0,0.8900,3.00
2026-03-06 01:03:13,1500209,YES,71466.21,144.32000000000698,160.70000000001164,Condition_1_HARD_ABS (144.32 > 140.0),1.0,0.9700,3.00
2026-03-06 01:06:58,1500216,NO,71404.55,-149.44000000000233,149.44000000000233,Condition_1_HARD_ABS (149.44 > 140.0),1.0,0.9000,3.00
2026-03-06 01:16:30,1500340,NO,71033.05,-144.33000000000175,144.33000000000175,Condition_1_HARD_ABS (144.33 > 140.0),1.0,0.8700,3.00
2026-03-06 01:21:46,1500370,NO,70914.99,-99.02999999999884,174.7399999999907,Condition_2_BREAK_DOWN (Cur:70914.99 < Min:71002.40 - 70.91),1.0,0.6500,3.00
2026-03-06 01:30:02,1500377,NO,70933.13,-143.6299999999901,160.97000000000116,Condition_1_HARD_ABS (143.63 > 140.0),1.0,0.9900,3.00
2026-03-06 01:31:32,1500385,NO,70780.27,-154.40999999998894,196.91999999999825,Condition_1_HARD_ABS (154.41 > 140.0),1.0,0.8700,3.00
2026-03-06 01:37:33,1500399,YES,70960.0,171.22999999999593,226.61000000000058,Condition_1_HARD_ABS (171.23 > 140.0),1.0,0.8900,3.00
2026-03-06 01:49:40,1500407,NO,70729.65,-143.40000000000873,143.40000000000873,Condition_1_HARD_ABS (143.40 > 140.0),1.0,0.9900,3.00
2026-03-06 01:52:26,1500415,YES,70826.49,143.47000000000116,156.44000000000233,Condition_1_HARD_ABS (143.47 > 140.0),1.0,0.8900,3.00
2026-03-06 01:55:28,1500554,NO,70685.59,-146.7600000000093,146.7600000000093,Condition_1_HARD_ABS (146.76 > 140.0),1.0,0.8000,3.00
2026-03-06 02:03:43,1500584,YES,70862.02,159.63999999999942,167.59999999999127,Condition_1_HARD_ABS (159.64 > 140.0),1.0,0.9700,3.00
2026-03-06 02:07:57,1500592,YES,70998.01,142.97000000000116,144.57000000000698,Condition_1_HARD_ABS (142.97 > 140.0),1.0,0.9300,3.00
